Date,Blood Type,Donations
2023-02-04,all,2273
2023-02-05,all,3702
2023-02-06,all,1205
2023-02-07,all,1070
2023-02-08,all,1332
2023-02-09,all,1579
2023-02-10,all,965
2023-02-11,all,2307
2023-02-12,all,2750
2023-02-13,all,747
2023-02-14,all,1296
2023-02-15,all,1531
2023-02-16,all,1864
2023-02-17,all,1376
2023-02-18,all,2259
2023-02-19,all,2905
2023-02-20,all,1029
2023-02-21,all,1520
2023-02-22,all,1358
2023-02-23,all,1764
2023-02-24,all,820
2023-02-25,all,2130
2023-02-26,all,3164
2023-02-27,all,1340
2023-02-28,all,1665
2023-03-01,all,1171
2023-03-02,all,1428
2023-03-03,all,972
2023-03-04,all,2146
2023-03-05,all,3018
2023-03-06,all,1111
2023-03-07,all,1644
2023-03-08,all,1932
2023-03-09,all,1673
2023-03-10,all,1444
2023-03-11,all,2327
2023-03-12,all,3577
2023-03-13,all,1448
2023-03-14,all,1714
2023-03-15,all,1913
2023-03-16,all,1958
2023-03-17,all,1239
2023-03-18,all,2746
2023-03-19,all,3578
2023-03-20,all,1598
2023-03-21,all,2397
2023-03-22,all,2380
2023-03-23,all,646
2023-03-24,all,726
2023-03-25,all,1509
2023-03-26,all,2198
2023-03-27,all,614
2023-03-28,all,943
2023-03-29,all,992
2023-03-30,all,1074
2023-03-31,all,977
2023-04-01,all,1596
2023-04-02,all,2369
2023-04-03,all,673
2023-04-04,all,956
2023-04-05,all,850
2023-04-06,all,1180
2023-04-07,all,999
2023-04-08,all,1677
2023-04-09,all,3201
2023-04-10,all,677
2023-04-11,all,1218
2023-04-12,all,1128
2023-04-13,all,1045
2023-04-14,all,865
2023-04-15,all,1577
2023-04-16,all,2872
2023-04-17,all,937
2023-04-18,all,976
2023-04-19,all,949
2023-04-20,all,754
2023-04-21,all,249
2023-04-22,all,4
2023-04-23,all,305
2023-04-24,all,817
2023-04-25,all,1086
2023-04-26,all,1179
2023-04-27,all,1268
2023-04-28,all,1132
2023-04-29,all,1810
2023-04-30,all,2738
2023-05-01,all,3975
2023-05-02,all,681
2023-05-03,all,1127
2023-05-04,all,3000
2023-05-05,all,815
2023-05-06,all,1818
2023-05-07,all,2978
2023-05-08,all,1002
2023-05-09,all,1322
2023-05-10,all,1657
2023-05-11,all,1439
2023-05-12,all,1085
2023-05-13,all,1808
2023-05-14,all,2644
2023-05-15,all,966
2023-05-16,all,1213
2023-05-17,all,1472
2023-05-18,all,1235
2023-05-19,all,1070
2023-05-20,all,2311
2023-05-21,all,3198
2023-05-22,all,1061
2023-05-23,all,1230
2023-05-24,all,1408
2023-05-25,all,1243
2023-05-26,all,909
2023-05-27,all,1943
2023-05-28,all,2679
2023-05-29,all,1140
2023-05-30,all,1464
2023-05-31,all,1481
2023-06-01,all,1238
2023-06-02,all,923
2023-06-03,all,1745
2023-06-04,all,2749
2023-06-05,all,1825
2023-06-06,all,1171
2023-06-07,all,1555
2023-06-08,all,1732
2023-06-09,all,1280
2023-06-10,all,1877
2023-06-11,all,3767
2023-06-12,all,1266
2023-06-13,all,1671
2023-06-14,all,3353
2023-06-15,all,1557
2023-06-16,all,2303
2023-06-17,all,2780
2023-06-18,all,3933
2023-06-19,all,1131
2023-06-20,all,1443
2023-06-21,all,1998
2023-06-22,all,1579
2023-06-23,all,1212
2023-06-24,all,2635
2023-06-25,all,2854
2023-06-26,all,1287
2023-06-27,all,1317
2023-06-28,all,809
2023-06-29,all,456
2023-06-30,all,672
2023-07-01,all,1573
2023-07-02,all,2483
2023-07-03,all,993
2023-07-04,all,1430
2023-07-05,all,1574
2023-07-06,all,1606
2023-07-07,all,970
2023-07-08,all,2025
2023-07-09,all,2843
2023-07-10,all,1033
2023-07-11,all,1447
2023-07-12,all,1494
2023-07-13,all,1269
2023-07-14,all,1018
2023-07-15,all,2072
2023-07-16,all,2770
2023-07-17,all,899
2023-07-18,all,1548
2023-07-19,all,1545
2023-07-20,all,1200
2023-07-21,all,806
2023-07-22,all,2186
2023-07-23,all,2546
2023-07-24,all,881
2023-07-25,all,1378
2023-07-26,all,1260
2023-07-27,all,1169
2023-07-28,all,1042
2023-07-29,all,1711
2023-07-30,all,2462
2023-07-31,all,882
2023-08-01,all,1178
2023-08-02,all,1305
2023-08-03,all,1121
2023-08-04,all,1240
2023-08-05,all,2377
2023-08-06,all,2738
2023-08-07,all,901
2023-08-08,all,1260
2023-08-09,all,1546
2023-08-10,all,1412
2023-08-11,all,822
2023-08-12,all,1255
2023-08-13,all,2987
2023-08-14,all,935
2023-08-15,all,1556
2023-08-16,all,1800
2023-08-17,all,1567
2023-08-18,all,931
2023-08-19,all,1815
2023-08-20,all,2904
2023-08-21,all,876
2023-08-22,all,1436
2023-08-23,all,1619
2023-08-24,all,1759
2023-08-25,all,881
2023-08-26,all,1775
2023-08-27,all,2325
2023-08-28,all,1076
2023-08-29,all,1330
2023-08-30,all,1249
2023-08-31,all,2983
2023-09-01,all,691
2023-09-02,all,1418
2023-09-03,all,2658
2023-09-04,all,785
2023-09-05,all,1132
2023-09-06,all,1427
2023-09-07,all,1413
2023-09-08,all,662
2023-09-09,all,1861
2023-09-10,all,2731
2023-09-11,all,1000
2023-09-12,all,1310
2023-09-13,all,1768
2023-09-14,all,1649
2023-09-15,all,927
2023-09-16,all,2753
2023-09-17,all,3168
2023-09-18,all,1235
2023-09-19,all,1810
2023-09-20,all,1477
2023-09-21,all,1920
2023-09-22,all,781
2023-09-23,all,2080
2023-09-24,all,2833
2023-09-25,all,1097
2023-09-26,all,1216
2023-09-27,all,1496
2023-09-28,all,1588
2023-09-29,all,758
2023-09-30,all,1593
2023-10-01,all,2600
2023-10-02,all,771
2023-10-03,all,1122
2023-10-04,all,1546
2023-10-05,all,1248
2023-10-06,all,988
2023-10-07,all,1793
2023-10-08,all,2648
2023-10-09,all,925
2023-10-10,all,1186
2023-10-11,all,1452
2023-10-12,all,1620
2023-10-13,all,708
2023-10-14,all,2104
2023-10-15,all,2794
2023-10-16,all,1117
2023-10-17,all,1152
2023-10-18,all,1883
2023-10-19,all,1677
2023-10-20,all,742
2023-10-21,all,2141
2023-10-22,all,2206
2023-10-23,all,935
2023-10-24,all,1125
2023-10-25,all,1398
2023-10-26,all,1497
2023-10-27,all,881
2023-10-28,all,1906
2023-10-29,all,3098
2023-10-30,all,872
2023-10-31,all,1463
2023-11-01,all,1811
2023-11-02,all,1550
2023-11-03,all,671
2023-11-04,all,2237
2023-11-05,all,2789
2023-11-06,all,875
2023-11-07,all,1724
2023-11-08,all,1407
2023-11-09,all,1393
2023-11-10,all,532
2023-11-11,all,2704
2023-11-12,all,2145
2023-11-13,all,1390
2023-11-14,all,1109
2023-11-15,all,1654
2023-11-16,all,1486
2023-11-17,all,949
2023-11-18,all,1771
2023-11-19,all,2843
2023-11-20,all,989
2023-11-21,all,1281
2023-11-22,all,1305
2023-11-23,all,1418
2023-11-24,all,708
2023-11-25,all,1934
2023-11-26,all,2511
2023-11-27,all,894
2023-11-28,all,1137
2023-11-29,all,1328
2023-11-30,all,1261
2023-12-01,all,849
2023-12-02,all,1595
2023-12-03,all,2607
2023-12-04,all,868
2023-12-05,all,1107
2023-12-06,all,1603
2023-12-07,all,1650
2023-12-08,all,781
2023-12-09,all,1795
2023-12-10,all,2903
2023-12-11,all,1250
2023-12-12,all,1356
2023-12-13,all,1671
2023-12-14,all,1420
2023-12-15,all,809
2023-12-16,all,1656
2023-12-17,all,2745
2023-12-18,all,968
2023-12-19,all,1279
2023-12-20,all,1619
2023-12-21,all,1223
2023-12-22,all,970
2023-12-23,all,1516
2023-12-24,all,1860
2023-12-25,all,1646
2023-12-26,all,1034
2023-12-27,all,1351
2023-12-28,all,1490
2023-12-29,all,1253
2023-12-30,all,2064
2023-12-31,all,2680
2024-01-01,all,2258
2024-01-02,all,857
2024-01-03,all,1055
2024-01-04,all,1213
2024-01-05,all,1006
2024-01-06,all,1982
2024-01-07,all,2847
2024-01-08,all,1033
2024-01-09,all,1300
2024-01-10,all,1340
2024-01-11,all,1610
2024-01-12,all,1138
2024-01-13,all,2136
2024-01-14,all,2870
2024-01-15,all,1104
2024-01-16,all,1467
2024-01-17,all,1687
2024-01-18,all,1611
2024-01-19,all,1003
2024-01-20,all,1867
2024-01-21,all,2763
2024-01-22,all,819
2024-01-23,all,1325
2024-01-24,all,1397
2024-01-25,all,2946
2024-01-26,all,781
2024-01-27,all,1733
2024-01-28,all,2650
2024-01-29,all,979
2024-01-30,all,1192
2024-01-31,all,1366
2024-02-01,all,1343
2024-02-02,all,748
2024-02-03,all,2065
2024-02-04,all,2399
2024-02-05,all,932
2024-02-06,all,1530
2024-02-07,all,1640
2024-02-08,all,1589
2024-02-09,all,1103
2024-02-10,all,1424
2024-02-11,all,1281
2024-02-12,all,1433
2024-02-13,all,1487
2024-02-14,all,1988
2024-02-15,all,1387
2024-02-16,all,1164
2024-02-17,all,1803
2024-02-18,all,2387
2024-02-19,all,1419
2024-02-20,all,1609
2024-02-21,all,1615
2024-02-22,all,1854
2024-02-23,all,1057
2024-02-24,all,2070
2024-02-25,all,2865
2024-02-26,all,1231
2024-02-27,all,1705
2024-02-28,all,1714
2024-02-29,all,2025
2024-03-01,all,1485
2024-03-02,all,2426
2024-03-03,all,3372
2024-03-04,all,1621
2024-03-05,all,1792
2024-03-06,all,2086
2024-03-07,all,2312
2024-03-08,all,1722
2024-03-09,all,2601
2024-03-10,all,3808
2024-03-11,all,1848
2024-03-12,all,337
2024-03-13,all,865
2024-03-14,all,901
2024-03-15,all,785
2024-03-16,all,1612
2024-03-17,all,3176
2024-03-18,all,645
2024-03-19,all,1061
2024-03-20,all,1191
2024-03-21,all,1080
2024-03-22,all,928
2024-03-23,all,1617
2024-03-24,all,2810
2024-03-25,all,754
2024-03-26,all,1212
2024-03-27,all,1031
2024-03-28,all,1322
2024-03-29,all,1260
2024-03-30,all,1647
2024-03-31,all,2485
2024-04-01,all,1048
2024-04-02,all,1090
2024-04-03,all,1037
2024-04-04,all,1154
2024-04-05,all,961
2024-04-06,all,2050
2024-04-07,all,3092
2024-04-08,all,785
2024-04-09,all,461
2024-04-10,all,0
2024-04-11,all,198
2024-04-12,all,818
2024-04-13,all,1394
2024-04-14,all,2615
2024-04-15,all,839
2024-04-16,all,1258
2024-04-17,all,1509
2024-04-18,all,1233
2024-04-19,all,951
2024-04-20,all,2248
2024-04-21,all,3996
2024-04-22,all,943
2024-04-23,all,1118
2024-04-24,all,1350
2024-04-25,all,1489
2024-04-26,all,1001
2024-04-27,all,2396
2024-04-28,all,3437
2024-04-29,all,1128
2024-04-30,all,1269
2024-05-01,all,4047
2024-05-02,all,733
2024-05-03,all,780
2024-05-04,all,2119
2024-05-05,all,2770
2024-05-06,all,781
2024-05-07,all,1561
2024-05-08,all,1838
2024-05-09,all,1483
2024-05-10,all,1126
2024-05-11,all,2277
2024-05-12,all,2870
2024-05-13,all,1192
2024-05-14,all,1586
2024-05-15,all,1777
2024-05-16,all,1498
2024-05-17,all,1430
2024-05-18,all,1876
2024-05-19,all,2821
2024-05-20,all,1078
2024-05-21,all,1550
2024-05-22,all,3350
2024-05-23,all,1419
2024-05-24,all,1052
2024-05-25,all,1856
2024-05-26,all,2501
2024-05-27,all,1066
2024-05-28,all,1314
2024-05-29,all,1356
2024-05-30,all,1574
2024-05-31,all,1030
2024-06-01,all,1435
2024-06-02,all,2503
2024-06-03,all,1677
2024-06-04,all,1077
2024-06-05,all,1590
2024-06-06,all,1985
2024-06-07,all,973
2024-06-08,all,1985
2024-06-09,all,3339
2024-06-10,all,981
2024-06-11,all,1599
2024-06-12,all,1552
2024-06-13,all,1504
2024-06-14,all,1914
2024-06-15,all,2304
2024-06-16,all,1789
2024-06-17,all,372
2024-06-18,all,796
2024-06-19,all,1564
2024-06-20,all,1421
2024-06-21,all,1312
2024-06-22,all,2076
2024-06-23,all,3237
2024-06-24,all,1123
2024-06-25,all,1655
2024-06-26,all,1689
2024-06-27,all,1171
2024-06-28,all,766
2024-06-29,all,1941
2024-06-30,all,2824
2024-07-01,all,806
2024-07-02,all,1288
2024-07-03,all,1438
2024-07-04,all,1161
2024-07-05,all,887
2024-07-06,all,2435
2024-07-07,all,2263
2024-07-08,all,1250
2024-07-09,all,1162
2024-07-10,all,1507
2024-07-11,all,1290
2024-07-12,all,1275
2024-07-13,all,2009
2024-07-14,all,3433
2024-07-15,all,1424
2024-07-16,all,1063
2024-07-17,all,1380
2024-07-18,all,1535
2024-07-19,all,934
2024-07-20,all,1608
2024-07-21,all,2848
2024-07-22,all,1521
2024-07-23,all,1145
2024-07-24,all,1550
2024-07-25,all,1537
2024-07-26,all,1095
2024-07-27,all,1974
2024-07-28,all,2707
2024-07-29,all,771
2024-07-30,all,1304
2024-07-31,all,1068
2024-08-01,all,1188
2024-08-02,all,1174
2024-08-03,all,1794
2024-08-04,all,2425
2024-08-05,all,852
2024-08-06,all,1670
2024-08-07,all,1464
2024-08-08,all,1850
2024-08-09,all,694
2024-08-10,all,1908
2024-08-11,all,2843
2024-08-12,all,1223
2024-08-13,all,1426
2024-08-14,all,1275
2024-08-15,all,1531
2024-08-16,all,867
2024-08-17,all,1623
2024-08-18,all,3037
2024-08-19,all,843
2024-08-20,all,1216
2024-08-21,all,1747
2024-08-22,all,1657
2024-08-23,all,893
2024-08-24,all,2406
2024-08-25,all,2729
2024-08-26,all,861
2024-08-27,all,1164
2024-08-28,all,1615
2024-08-29,all,1613
2024-08-30,all,1070
2024-08-31,all,3050
2024-09-01,all,2599
2024-09-02,all,761
2024-09-03,all,1333
2024-09-04,all,1265
2024-09-05,all,1437
2024-09-06,all,1118
2024-09-07,all,2326
2024-09-08,all,2997
2024-09-09,all,1032
2024-09-10,all,1153
2024-09-11,all,1617
2024-09-12,all,1713
2024-09-13,all,1114
2024-09-14,all,1443
2024-09-15,all,2153
2024-09-16,all,2345
2024-09-17,all,1112
2024-09-18,all,1126
2024-09-19,all,1202
2024-09-20,all,771
2024-09-21,all,1734
2024-09-22,all,2887
2024-09-23,all,979
2024-09-24,all,1508
2024-09-25,all,1602
2024-09-26,all,1524
2024-09-27,all,938
2024-09-28,all,1951
2024-09-29,all,2907
2024-09-30,all,874
2024-10-01,all,1345
2024-10-02,all,1391
2024-10-03,all,1739
2024-10-04,all,874
2024-10-05,all,2066
2024-10-06,all,2858
2024-10-07,all,958
2024-10-08,all,1077
2024-10-09,all,1359
2024-10-10,all,1698
2024-10-11,all,739
2024-10-12,all,1702
2024-10-13,all,2788
2024-10-14,all,1028
2024-10-15,all,1276
2024-10-16,all,1526
2024-10-17,all,1709
2024-10-18,all,1149
2024-10-19,all,2172
2024-10-20,all,3073
2024-10-21,all,1326
2024-10-22,all,1899
2024-10-23,all,1903
2024-10-24,all,1534
2024-10-25,all,911
2024-10-26,all,1875
2024-10-27,all,2628
2024-10-28,all,1168
2024-10-29,all,1159
2024-10-30,all,1291
2024-10-31,all,2116
2024-11-01,all,940
2024-11-02,all,1512
2024-11-03,all,2768
2024-11-04,all,828
2024-11-05,all,1357
2024-11-06,all,1569
2024-11-07,all,897
2024-11-08,all,1080
2024-11-09,all,2107
2024-11-10,all,2686
2024-11-11,all,1035
2024-11-12,all,1280
2024-11-13,all,1725
2024-11-14,all,1717
2024-11-15,all,877
2024-11-16,all,2963
2024-11-17,all,2965
2024-11-18,all,1252
2024-11-19,all,1661
2024-11-20,all,1503
2024-11-21,all,1553
2024-11-22,all,809
2024-11-23,all,1840
2024-11-24,all,2675
2024-11-25,all,895
2024-11-26,all,1570
2024-11-27,all,1390
2024-11-28,all,1492
2024-11-29,all,856
2024-11-30,all,1928
2024-12-01,all,2733
2024-12-02,all,874
2024-12-03,all,1528
2024-12-04,all,1644
2024-12-05,all,1780
2024-12-06,all,973
2024-12-07,all,2020
2024-12-08,all,2641
2024-12-09,all,933
2024-12-10,all,1367
2024-12-11,all,1928
2024-12-12,all,1749
2024-12-13,all,781
2024-12-14,all,1834
2024-12-15,all,2762
2024-12-16,all,830
2024-12-17,all,1296
2024-12-18,all,1749
2024-12-19,all,1583
2024-12-20,all,806
2024-12-21,all,1767
2024-12-22,all,2513
2024-12-23,all,932
2024-12-24,all,1065
2024-12-25,all,1973
2024-12-26,all,1177
2024-12-27,all,1023
2024-12-28,all,1798
2024-12-29,all,2748
2024-12-30,all,1089
2024-12-31,all,1702
2025-01-01,all,2219
2025-01-02,all,1057
2025-01-03,all,940
2025-01-04,all,2087
2025-01-05,all,3227
2025-01-06,all,626
2025-01-07,all,1310
2025-01-08,all,1596
2025-01-09,all,1450
2025-01-10,all,820
2025-01-11,all,2109
2025-01-12,all,2731
2025-01-13,all,832
2025-01-14,all,1253
2025-01-15,all,1773
2025-01-16,all,1372
2025-01-17,all,934
2025-01-18,all,1702
2025-01-19,all,2439
2025-01-20,all,893
2025-01-21,all,1456
2025-01-22,all,1581
2025-01-23,all,1691
2025-01-24,all,1198
2025-01-25,all,1773
2025-01-26,all,2137
2025-01-27,all,982
2025-01-28,all,1412
2025-01-29,all,1340
2025-01-30,all,1422
2025-01-31,all,886
2025-02-01,all,1551
2025-02-02,all,1796
2025-02-03,all,902
2025-02-04,all,1420
2025-02-05,all,1890
2025-02-06,all,1670
2025-02-07,all,1010
2025-02-08,all,1918
2025-02-09,all,2535
2025-02-10,all,1139
2025-02-11,all,3188
2025-02-12,all,1459
2025-02-13,all,1730
2025-02-14,all,1266
2025-02-15,all,2049
2025-02-16,all,3503
2025-02-17,all,1250
2025-02-18,all,1638
2025-02-19,all,1979
2025-02-20,all,1980
2025-02-21,all,1202
2025-02-22,all,2746
2025-02-23,all,3318
2025-02-24,all,1523
2025-02-25,all,2425
2025-02-26,all,2345
2025-02-27,all,2394
2025-02-28,all,1825
2025-03-01,all,2389
2025-03-02,all,1674
2025-03-03,all,671
2025-03-04,all,886
2025-03-05,all,933
2025-03-06,all,918
2025-03-07,all,1074
2025-03-08,all,1405
2025-03-09,all,3482
2025-03-10,all,838
2025-03-11,all,1084
2025-03-12,all,1294
2025-03-13,all,1162
2025-03-14,all,1009
2025-03-15,all,1550
2025-03-16,all,3067
2025-03-17,all,735
2025-03-18,all,1372
2025-03-19,all,1059
2025-03-20,all,1098
2025-03-21,all,996
2025-03-22,all,1487
2025-03-23,all,3079
2025-03-24,all,862
2025-03-25,all,1196
2025-03-26,all,1018
2025-03-27,all,975
2025-03-28,all,964
2025-03-29,all,1541
2025-03-30,all,1136
2025-03-31,all,0
2025-04-01,all,172
2025-04-02,all,928
2025-04-03,all,1185
2025-04-04,all,1095
2025-04-05,all,2010
2025-04-06,all,3263
2025-04-07,all,842
2025-04-08,all,1506
2025-04-09,all,1710
2025-04-10,all,1967
2025-04-11,all,997
2025-04-12,all,2208
2025-04-13,all,2875
2025-04-14,all,1079
2025-04-15,all,1825
2025-04-16,all,1738
2025-04-17,all,1717
2025-04-18,all,1149
2025-04-19,all,2421
2025-04-20,all,3107
2025-04-21,all,995
2025-04-22,all,1449
2025-04-23,all,1778
2025-04-24,all,1425
2025-04-25,all,1607
2025-04-26,all,2055
2025-04-27,all,3224
2025-04-28,all,1038
2025-04-29,all,1745
2025-04-30,all,1247
2025-05-01,all,3859
2025-05-02,all,832
2025-05-03,all,2121
2025-05-04,all,2472
2025-05-05,all,1120
2025-05-06,all,1434
2025-05-07,all,1613
2025-05-08,all,1619
2025-05-09,all,900
2025-05-10,all,1845
2025-05-11,all,2652
2025-05-12,all,3178
2025-05-13,all,1604
2025-05-14,all,1686
2025-05-15,all,1547
2025-05-16,all,884
2025-05-17,all,2400
2025-05-18,all,3232
2025-05-19,all,765
2025-05-20,all,1843
2025-05-21,all,1514
2025-05-22,all,1626
2025-05-23,all,993
2025-05-24,all,2123
2025-05-25,all,3215
2025-05-26,all,1024
2025-05-27,all,1181
2025-05-28,all,1439
2025-05-29,all,1379
2025-05-30,all,946
2025-05-31,all,1600
2025-06-01,all,2266
2025-06-02,all,1792
2025-06-03,all,1084
2025-06-04,all,1196
2025-06-05,all,1210
2025-06-06,all,678
2025-06-07,all,493
2025-06-08,all,1243
2025-06-09,all,1063
2025-06-10,all,1872
2025-06-11,all,1773
2025-06-12,all,1928
2025-06-13,all,1341
2025-06-14,all,2266
2025-06-15,all,3620
2025-06-16,all,2035
2025-06-17,all,1654
2025-06-18,all,1655
2025-06-19,all,1471
2025-06-20,all,838
2025-06-21,all,2763
2025-06-22,all,2636
2025-06-23,all,1116
2025-06-24,all,1480
2025-06-25,all,1608
2025-06-26,all,1276
2025-06-27,all,938
2025-06-28,all,1505
2025-06-29,all,2929
2025-06-30,all,829
2025-07-01,all,1466
2025-07-02,all,1366
2025-07-03,all,1554
2025-07-04,all,1139
2025-07-05,all,2269
2025-07-06,all,2621
2025-07-07,all,1317
2025-07-08,all,1412
2025-07-09,all,1390
2025-07-10,all,1161
2025-07-11,all,1124
2025-07-12,all,2352
2025-07-13,all,3096
2025-07-14,all,1020
2025-07-15,all,1398
2025-07-16,all,1722
2025-07-17,all,1687
2025-07-18,all,1237
2025-07-19,all,2027
2025-07-20,all,2707
2025-07-21,all,907
2025-07-22,all,1252
2025-07-23,all,1753
2025-07-24,all,1514
2025-07-25,all,1096
2025-07-26,all,1838
2025-07-27,all,2983
2025-07-28,all,756
2025-07-29,all,1481
2025-07-30,all,1743
2025-07-31,all,1193
2025-08-01,all,796
2025-08-02,all,2050
2025-08-03,all,2940
2025-08-04,all,692
2025-08-05,all,1193
2025-08-06,all,1664
2025-08-07,all,1649
2025-08-08,all,1055
2025-08-09,all,1876
2025-08-10,all,2885
2025-08-11,all,879
2025-08-12,all,1669
2025-08-13,all,1775
2025-08-14,all,1639
2025-08-15,all,1129
2025-08-16,all,2222
2025-08-17,all,3060
2025-08-18,all,1084
2025-08-19,all,1265
2025-08-20,all,1398
2025-08-21,all,1547
2025-08-22,all,1068
2025-08-23,all,1935
2025-08-24,all,3128
2025-08-25,all,827
2025-08-26,all,1343
2025-08-27,all,1681
2025-08-28,all,1748
2025-08-29,all,795
2025-08-30,all,1980
2025-08-31,all,3135
2025-09-01,all,1595
2025-09-02,all,1222
2025-09-03,all,1545
2025-09-04,all,1432
2025-09-05,all,904
2025-09-06,all,1645
2025-09-07,all,2542
2025-09-08,all,778
2025-09-09,all,1240
2025-09-10,all,1496
2025-09-11,all,1833
2025-09-12,all,829
2025-09-13,all,1256
2025-09-14,all,2441
2025-09-15,all,1139
2025-09-16,all,2351
2025-09-17,all,1128
2025-09-18,all,1251
2025-09-19,all,975
2025-09-20,all,1704
2025-09-21,all,2220
2025-09-22,all,636
2025-09-23,all,1590
2025-09-24,all,1344
2025-09-25,all,1642
2025-09-26,all,1111
2025-09-27,all,1440
