Year,Hospital,State,Age Group,New Donors
2022,Hospital Seberang Jaya,Pulau Pinang,45-49,151
2022,Hospital Seberang Jaya,Pulau Pinang,50-54,114
2022,Hospital Seberang Jaya,Pulau Pinang,55-59,56
2022,Hospital Seri Manjung,Perak,17-24,769
2022,Hospital Seri Manjung,Perak,25-29,239
2022,Hospital Seri Manjung,Perak,30-34,192
2022,Hospital Seri Manjung,Perak,35-39,191
2022,Hospital Seri Manjung,Perak,40-44,141
2022,Hospital Seri Manjung,Perak,45-49,80
2022,Hospital Seri Manjung,Perak,50-54,80
2022,Hospital Seri Manjung,Perak,55-59,20
2022,Hospital Seri Manjung,Perak,60-64,1
2022,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,737
2022,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,197
2022,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,185
2022,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,172
2022,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,132
2022,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,75
2022,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,72
2022,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,50
2022,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,7
2022,Hospital Sultanah Aminah,Johor,17-24,2334
2022,Hospital Sultanah Aminah,Johor,25-29,1522
2022,Hospital Sultanah Aminah,Johor,30-34,1219
2022,Hospital Sultanah Aminah,Johor,35-39,1091
2022,Hospital Sultanah Aminah,Johor,40-44,906
2022,Hospital Sultanah Aminah,Johor,45-49,543
2022,Hospital Sultanah Aminah,Johor,50-54,420
2022,Hospital Sultanah Aminah,Johor,55-59,164
2022,Hospital Sultanah Aminah,Johor,60-64,11
2022,Hospital Sultanah Aminah,Johor,other,2
2022,Hospital Sultanah Bahiyah,Kedah,17-24,3081
2022,Hospital Sultanah Bahiyah,Kedah,25-29,469
2022,Hospital Sultanah Bahiyah,Kedah,30-34,402
2022,Hospital Sultanah Bahiyah,Kedah,35-39,395
2022,Hospital Sultanah Bahiyah,Kedah,40-44,324
2022,Hospital Sultanah Bahiyah,Kedah,45-49,209
2022,Hospital Sultanah Bahiyah,Kedah,50-54,146
2022,Hospital Sultanah Bahiyah,Kedah,55-59,69
2022,Hospital Sultanah Bahiyah,Kedah,60-64,4
2022,Hospital Sultanah Bahiyah,Kedah,other,2
2022,Hospital Sultanah Nora Ismail,Johor,17-24,750
2022,Hospital Sultanah Nora Ismail,Johor,25-29,349
2022,Hospital Sultanah Nora Ismail,Johor,30-34,243
2022,Hospital Sultanah Nora Ismail,Johor,35-39,189
2022,Hospital Sultanah Nora Ismail,Johor,40-44,195
2022,Hospital Sultanah Nora Ismail,Johor,45-49,143
2022,Hospital Sultanah Nora Ismail,Johor,50-54,123
2022,Hospital Sultanah Nora Ismail,Johor,55-59,83
2022,Hospital Sultanah Nora Ismail,Johor,60-64,21
2022,Hospital Sultanah Nora Ismail,Johor,other,3
2022,Hospital Sultanah Nur Zahirah,Terengganu,17-24,3147
2022,Hospital Sultanah Nur Zahirah,Terengganu,25-29,545
2022,Hospital Sultanah Nur Zahirah,Terengganu,30-34,393
2022,Hospital Sultanah Nur Zahirah,Terengganu,35-39,381
2022,Hospital Sultanah Nur Zahirah,Terengganu,40-44,351
2022,Hospital Sultanah Nur Zahirah,Terengganu,45-49,172
2022,Hospital Sultanah Nur Zahirah,Terengganu,50-54,139
2022,Hospital Sultanah Nur Zahirah,Terengganu,55-59,70
2022,Hospital Sultanah Nur Zahirah,Terengganu,60-64,8
2022,Hospital Taiping,Perak,17-24,828
2022,Hospital Taiping,Perak,25-29,441
2022,Hospital Taiping,Perak,30-34,287
2022,Hospital Taiping,Perak,35-39,274
2022,Hospital Taiping,Perak,40-44,192
2022,Hospital Taiping,Perak,45-49,117
2022,Hospital Taiping,Perak,50-54,105
2022,Hospital Taiping,Perak,55-59,79
2022,Hospital Taiping,Perak,60-64,8
2022,Hospital Tengku Ampuan Afzan,Pahang,17-24,2484
2022,Hospital Tengku Ampuan Afzan,Pahang,25-29,539
2022,Hospital Tengku Ampuan Afzan,Pahang,30-34,478
2022,Hospital Tengku Ampuan Afzan,Pahang,35-39,450
2022,Hospital Tengku Ampuan Afzan,Pahang,40-44,311
2022,Hospital Tengku Ampuan Afzan,Pahang,45-49,202
2022,Hospital Tengku Ampuan Afzan,Pahang,50-54,107
2022,Hospital Tengku Ampuan Afzan,Pahang,55-59,50
2022,Hospital Tengku Ampuan Afzan,Pahang,60-64,5
2022,Hospital Tengku Ampuan Afzan,Pahang,other,1
2022,Hospital Tengku Ampuan Rahimah,Selangor,17-24,1991
2022,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1106
2022,Hospital Tengku Ampuan Rahimah,Selangor,30-34,804
2022,Hospital Tengku Ampuan Rahimah,Selangor,35-39,730
2022,Hospital Tengku Ampuan Rahimah,Selangor,40-44,644
2022,Hospital Tengku Ampuan Rahimah,Selangor,45-49,405
2022,Hospital Tengku Ampuan Rahimah,Selangor,50-54,274
2022,Hospital Tengku Ampuan Rahimah,Selangor,55-59,117
2022,Hospital Tengku Ampuan Rahimah,Selangor,60-64,5
2022,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,1461
2022,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,561
2022,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,411
2022,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,402
2022,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,314
2022,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,181
2022,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,134
2022,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,72
2022,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,4
2023,Hospital Duchess Of Kent,Sabah,17-24,518
2023,Hospital Duchess Of Kent,Sabah,25-29,248
2023,Hospital Duchess Of Kent,Sabah,30-34,291
2023,Hospital Duchess Of Kent,Sabah,35-39,286
2023,Hospital Duchess Of Kent,Sabah,40-44,251
2023,Hospital Duchess Of Kent,Sabah,45-49,200
2023,Hospital Duchess Of Kent,Sabah,50-54,145
2023,Hospital Duchess Of Kent,Sabah,55-59,94
2023,Hospital Duchess Of Kent,Sabah,60-64,10
2023,Hospital Duchess Of Kent,Sabah,other,4
2023,Hospital Melaka,Melaka,17-24,3321
2023,Hospital Melaka,Melaka,25-29,801
2023,Hospital Melaka,Melaka,30-34,588
2023,Hospital Melaka,Melaka,35-39,447
2023,Hospital Melaka,Melaka,40-44,352
2023,Hospital Melaka,Melaka,45-49,258
2023,Hospital Melaka,Melaka,50-54,177
2023,Hospital Melaka,Melaka,55-59,70
2023,Hospital Melaka,Melaka,60-64,8
2023,Hospital Pulau Pinang,Pulau Pinang,17-24,1666
2023,Hospital Pulau Pinang,Pulau Pinang,25-29,1072
2023,Hospital Pulau Pinang,Pulau Pinang,30-34,667
2023,Hospital Pulau Pinang,Pulau Pinang,35-39,642
2023,Hospital Pulau Pinang,Pulau Pinang,40-44,463
2023,Hospital Pulau Pinang,Pulau Pinang,45-49,324
2023,Hospital Pulau Pinang,Pulau Pinang,50-54,243
2023,Hospital Pulau Pinang,Pulau Pinang,55-59,99
2023,Hospital Pulau Pinang,Pulau Pinang,60-64,5
2023,Hospital Queen Elizabeth Ii,Sabah,17-24,2016
2023,Hospital Queen Elizabeth Ii,Sabah,25-29,804
2023,Hospital Queen Elizabeth Ii,Sabah,30-34,678
2023,Hospital Queen Elizabeth Ii,Sabah,35-39,632
2023,Hospital Queen Elizabeth Ii,Sabah,40-44,473
2023,Hospital Queen Elizabeth Ii,Sabah,45-49,308
2023,Hospital Queen Elizabeth Ii,Sabah,50-54,412
2023,Hospital Queen Elizabeth Ii,Sabah,55-59,122
2023,Hospital Queen Elizabeth Ii,Sabah,60-64,6
2023,Hospital Queen Elizabeth Ii,Sabah,other,1
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,2538
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,542
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,392
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,465
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,367
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,270
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,177
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,100
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,8
2023,Hospital Raja Perempuan Zainab Ii,Kelantan,other,2
2023,Hospital Raja Permaisuri Bainun,Perak,17-24,3404
2023,Hospital Raja Permaisuri Bainun,Perak,25-29,687
2023,Hospital Raja Permaisuri Bainun,Perak,30-34,493
2023,Hospital Raja Permaisuri Bainun,Perak,35-39,560
2023,Hospital Raja Permaisuri Bainun,Perak,40-44,440
2023,Hospital Raja Permaisuri Bainun,Perak,45-49,306
2023,Hospital Raja Permaisuri Bainun,Perak,50-54,224
2023,Hospital Raja Permaisuri Bainun,Perak,55-59,148
2023,Hospital Raja Permaisuri Bainun,Perak,60-64,6
2023,Hospital Seberang Jaya,Pulau Pinang,17-24,680
2023,Hospital Seberang Jaya,Pulau Pinang,25-29,520
2023,Hospital Seberang Jaya,Pulau Pinang,30-34,409
2023,Hospital Seberang Jaya,Pulau Pinang,35-39,363
2023,Hospital Seberang Jaya,Pulau Pinang,40-44,285
2023,Hospital Seberang Jaya,Pulau Pinang,45-49,204
2023,Hospital Seberang Jaya,Pulau Pinang,50-54,139
2023,Hospital Seberang Jaya,Pulau Pinang,55-59,64
2023,Hospital Seberang Jaya,Pulau Pinang,60-64,2
2023,Hospital Seri Manjung,Perak,17-24,387
2023,Hospital Seri Manjung,Perak,25-29,150
2023,Hospital Seri Manjung,Perak,30-34,98
2023,Hospital Seri Manjung,Perak,35-39,112
2023,Hospital Seri Manjung,Perak,40-44,88
2023,Hospital Seri Manjung,Perak,45-49,66
2023,Hospital Seri Manjung,Perak,50-54,51
2023,Hospital Seri Manjung,Perak,55-59,27
2023,Hospital Seri Manjung,Perak,60-64,2
2023,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,723
2023,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,195
2023,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,165
2023,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,210
2023,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,157
2023,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,88
2023,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,62
2023,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,31
2023,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,2
2023,Hospital Sultanah Aminah,Johor,17-24,2039
2023,Hospital Sultanah Aminah,Johor,25-29,1472
2023,Hospital Sultanah Aminah,Johor,30-34,1222
2023,Hospital Sultanah Aminah,Johor,35-39,1105
2023,Hospital Sultanah Aminah,Johor,40-44,921
2023,Hospital Sultanah Aminah,Johor,45-49,608
2023,Hospital Sultanah Aminah,Johor,50-54,499
2023,Hospital Sultanah Aminah,Johor,55-59,190
2023,Hospital Sultanah Aminah,Johor,60-64,12
2023,Hospital Sultanah Aminah,Johor,other,3
2023,Hospital Sultanah Bahiyah,Kedah,17-24,2766
2023,Hospital Sultanah Bahiyah,Kedah,25-29,482
2023,Hospital Sultanah Bahiyah,Kedah,30-34,378
2023,Hospital Sultanah Bahiyah,Kedah,35-39,371
2023,Hospital Sultanah Bahiyah,Kedah,40-44,330
2023,Hospital Sultanah Bahiyah,Kedah,45-49,188
2023,Hospital Sultanah Bahiyah,Kedah,50-54,142
2023,Hospital Sultanah Bahiyah,Kedah,55-59,70
2023,Hospital Sultanah Bahiyah,Kedah,60-64,1
2023,Hospital Sultanah Bahiyah,Kedah,other,1
2023,Hospital Sultanah Nora Ismail,Johor,17-24,650
2023,Hospital Sultanah Nora Ismail,Johor,25-29,276
2023,Hospital Sultanah Nora Ismail,Johor,30-34,254
2023,Hospital Sultanah Nora Ismail,Johor,35-39,202
2023,Hospital Sultanah Nora Ismail,Johor,40-44,157
2023,Hospital Sultanah Nora Ismail,Johor,45-49,117
2023,Hospital Sultanah Nora Ismail,Johor,50-54,110
2023,Hospital Sultanah Nora Ismail,Johor,55-59,56
2023,Hospital Sultanah Nora Ismail,Johor,60-64,11
2023,Hospital Sultanah Nora Ismail,Johor,other,1
2023,Hospital Sultanah Nur Zahirah,Terengganu,17-24,3536
2023,Hospital Sultanah Nur Zahirah,Terengganu,25-29,606
2023,Hospital Sultanah Nur Zahirah,Terengganu,30-34,412
2023,Hospital Sultanah Nur Zahirah,Terengganu,35-39,381
2023,Hospital Sultanah Nur Zahirah,Terengganu,40-44,322
2023,Hospital Sultanah Nur Zahirah,Terengganu,45-49,188
2023,Hospital Sultanah Nur Zahirah,Terengganu,50-54,110
2023,Hospital Sultanah Nur Zahirah,Terengganu,55-59,58
2023,Hospital Sultanah Nur Zahirah,Terengganu,60-64,6
2023,Hospital Sultanah Nur Zahirah,Terengganu,other,1
2023,Hospital Taiping,Perak,17-24,1214
2023,Hospital Taiping,Perak,25-29,367
2023,Hospital Taiping,Perak,30-34,224
2023,Hospital Taiping,Perak,35-39,288
2023,Hospital Taiping,Perak,40-44,171
2023,Hospital Taiping,Perak,45-49,101
2023,Hospital Taiping,Perak,50-54,95
2023,Hospital Taiping,Perak,55-59,47
2023,Hospital Taiping,Perak,60-64,5
2023,Hospital Tengku Ampuan Afzan,Pahang,17-24,2081
2023,Hospital Tengku Ampuan Afzan,Pahang,25-29,393
2023,Hospital Tengku Ampuan Afzan,Pahang,30-34,396
2023,Hospital Tengku Ampuan Afzan,Pahang,35-39,421
2023,Hospital Tengku Ampuan Afzan,Pahang,40-44,312
2023,Hospital Tengku Ampuan Afzan,Pahang,45-49,186
2023,Hospital Tengku Ampuan Afzan,Pahang,50-54,131
2023,Hospital Tengku Ampuan Afzan,Pahang,55-59,32
2023,Hospital Tengku Ampuan Afzan,Pahang,60-64,7
2023,Hospital Tengku Ampuan Afzan,Pahang,other,2
2023,Hospital Tengku Ampuan Rahimah,Selangor,17-24,1948
2023,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1201
2023,Hospital Tengku Ampuan Rahimah,Selangor,30-34,876
2023,Hospital Tengku Ampuan Rahimah,Selangor,35-39,740
2023,Hospital Tengku Ampuan Rahimah,Selangor,40-44,620
2023,Hospital Tengku Ampuan Rahimah,Selangor,45-49,429
2023,Hospital Tengku Ampuan Rahimah,Selangor,50-54,270
2023,Hospital Tengku Ampuan Rahimah,Selangor,55-59,129
2023,Hospital Tengku Ampuan Rahimah,Selangor,60-64,7
2023,Hospital Tengku Ampuan Rahimah,Selangor,other,2
2023,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,1311
2023,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,515
2023,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,386
2023,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,410
2023,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,312
2023,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,224
2023,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,132
2023,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,83
2023,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,3
2024,Hospital Duchess Of Kent,Sabah,17-24,361
2024,Hospital Duchess Of Kent,Sabah,25-29,239
2024,Hospital Duchess Of Kent,Sabah,30-34,290
2024,Hospital Duchess Of Kent,Sabah,35-39,240
2024,Hospital Duchess Of Kent,Sabah,40-44,233
2024,Hospital Duchess Of Kent,Sabah,45-49,156
2024,Hospital Duchess Of Kent,Sabah,50-54,97
2024,Hospital Duchess Of Kent,Sabah,55-59,68
2024,Hospital Duchess Of Kent,Sabah,60-64,11
2024,Hospital Duchess Of Kent,Sabah,other,1
2024,Hospital Melaka,Melaka,17-24,2808
2024,Hospital Melaka,Melaka,25-29,803
2024,Hospital Melaka,Melaka,30-34,561
2024,Hospital Melaka,Melaka,35-39,505
2024,Hospital Melaka,Melaka,40-44,446
2024,Hospital Melaka,Melaka,45-49,255
2024,Hospital Melaka,Melaka,50-54,165
2024,Hospital Melaka,Melaka,55-59,100
2024,Hospital Melaka,Melaka,60-64,15
2024,Hospital Pulau Pinang,Pulau Pinang,17-24,1574
2024,Hospital Pulau Pinang,Pulau Pinang,25-29,956
2024,Hospital Pulau Pinang,Pulau Pinang,30-34,650
2024,Hospital Pulau Pinang,Pulau Pinang,35-39,586
2024,Hospital Pulau Pinang,Pulau Pinang,40-44,476
2024,Hospital Pulau Pinang,Pulau Pinang,45-49,346
2024,Hospital Pulau Pinang,Pulau Pinang,50-54,226
2024,Hospital Pulau Pinang,Pulau Pinang,55-59,105
2024,Hospital Pulau Pinang,Pulau Pinang,60-64,7
2024,Hospital Queen Elizabeth Ii,Sabah,17-24,1933
2024,Hospital Queen Elizabeth Ii,Sabah,25-29,904
2024,Hospital Queen Elizabeth Ii,Sabah,30-34,718
2024,Hospital Queen Elizabeth Ii,Sabah,35-39,688
2024,Hospital Queen Elizabeth Ii,Sabah,40-44,495
2024,Hospital Queen Elizabeth Ii,Sabah,45-49,282
2024,Hospital Queen Elizabeth Ii,Sabah,50-54,288
2024,Hospital Queen Elizabeth Ii,Sabah,55-59,153
2024,Hospital Queen Elizabeth Ii,Sabah,60-64,9
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,2579
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,610
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,484
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,462
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,400
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,226
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,146
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,110
2024,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,14
2024,Hospital Raja Permaisuri Bainun,Perak,17-24,2882
2024,Hospital Raja Permaisuri Bainun,Perak,25-29,703
2024,Hospital Raja Permaisuri Bainun,Perak,30-34,545
2024,Hospital Raja Permaisuri Bainun,Perak,35-39,496
2024,Hospital Raja Permaisuri Bainun,Perak,40-44,454
2024,Hospital Raja Permaisuri Bainun,Perak,45-49,297
2024,Hospital Raja Permaisuri Bainun,Perak,50-54,194
2024,Hospital Raja Permaisuri Bainun,Perak,55-59,112
2024,Hospital Raja Permaisuri Bainun,Perak,60-64,6
2024,Hospital Seberang Jaya,Pulau Pinang,17-24,730
2024,Hospital Seberang Jaya,Pulau Pinang,25-29,577
2024,Hospital Seberang Jaya,Pulau Pinang,30-34,427
2024,Hospital Seberang Jaya,Pulau Pinang,35-39,325
2024,Hospital Seberang Jaya,Pulau Pinang,40-44,290
2024,Hospital Seberang Jaya,Pulau Pinang,45-49,200
2024,Hospital Seberang Jaya,Pulau Pinang,50-54,129
2024,Hospital Seberang Jaya,Pulau Pinang,55-59,48
2024,Hospital Seberang Jaya,Pulau Pinang,60-64,1
2024,Hospital Seri Manjung,Perak,17-24,338
2024,Hospital Seri Manjung,Perak,25-29,160
2024,Hospital Seri Manjung,Perak,30-34,138
2024,Hospital Seri Manjung,Perak,35-39,95
2024,Hospital Seri Manjung,Perak,40-44,102
2024,Hospital Seri Manjung,Perak,45-49,59
2024,Hospital Seri Manjung,Perak,50-54,36
2024,Hospital Seri Manjung,Perak,55-59,25
2024,Hospital Seri Manjung,Perak,60-64,1
2024,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,793
2024,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,229
2024,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,228
2024,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,272
2024,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,202
2024,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,105
2024,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,77
2024,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,48
2024,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,5
2024,Hospital Sultanah Aminah,Johor,17-24,2103
2024,Hospital Sultanah Aminah,Johor,25-29,1402
2024,Hospital Sultanah Aminah,Johor,30-34,1220
2024,Hospital Sultanah Aminah,Johor,35-39,1036
2024,Hospital Sultanah Aminah,Johor,40-44,888
2024,Hospital Sultanah Aminah,Johor,45-49,591
2024,Hospital Sultanah Aminah,Johor,50-54,443
2024,Hospital Sultanah Aminah,Johor,55-59,282
2024,Hospital Sultanah Aminah,Johor,60-64,9
2024,Hospital Sultanah Aminah,Johor,other,2
2024,Hospital Sultanah Bahiyah,Kedah,17-24,2495
2024,Hospital Sultanah Bahiyah,Kedah,25-29,522
2024,Hospital Sultanah Bahiyah,Kedah,30-34,411
2024,Hospital Sultanah Bahiyah,Kedah,35-39,431
2024,Hospital Sultanah Bahiyah,Kedah,40-44,342
2024,Hospital Sultanah Bahiyah,Kedah,45-49,200
2024,Hospital Sultanah Bahiyah,Kedah,50-54,134
2024,Hospital Sultanah Bahiyah,Kedah,55-59,88
2024,Hospital Sultanah Bahiyah,Kedah,60-64,4
2024,Hospital Sultanah Bahiyah,Kedah,other,5
2024,Hospital Sultanah Nora Ismail,Johor,17-24,778
2024,Hospital Sultanah Nora Ismail,Johor,25-29,287
2024,Hospital Sultanah Nora Ismail,Johor,30-34,213
2024,Hospital Sultanah Nora Ismail,Johor,35-39,192
2024,Hospital Sultanah Nora Ismail,Johor,40-44,186
2024,Hospital Sultanah Nora Ismail,Johor,45-49,124
2024,Hospital Sultanah Nora Ismail,Johor,50-54,109
2024,Hospital Sultanah Nora Ismail,Johor,55-59,51
2024,Hospital Sultanah Nora Ismail,Johor,60-64,9
2024,Hospital Sultanah Nur Zahirah,Terengganu,17-24,3171
2024,Hospital Sultanah Nur Zahirah,Terengganu,25-29,549
2024,Hospital Sultanah Nur Zahirah,Terengganu,30-34,439
2024,Hospital Sultanah Nur Zahirah,Terengganu,35-39,422
2024,Hospital Sultanah Nur Zahirah,Terengganu,40-44,342
2024,Hospital Sultanah Nur Zahirah,Terengganu,45-49,236
2024,Hospital Sultanah Nur Zahirah,Terengganu,50-54,127
2024,Hospital Sultanah Nur Zahirah,Terengganu,55-59,66
2024,Hospital Sultanah Nur Zahirah,Terengganu,60-64,8
2024,Hospital Taiping,Perak,17-24,919
2024,Hospital Taiping,Perak,25-29,395
2024,Hospital Taiping,Perak,30-34,295
2024,Hospital Taiping,Perak,35-39,259
2024,Hospital Taiping,Perak,40-44,233
2024,Hospital Taiping,Perak,45-49,119
2024,Hospital Taiping,Perak,50-54,94
2024,Hospital Taiping,Perak,55-59,51
2024,Hospital Taiping,Perak,60-64,3
2024,Hospital Tengku Ampuan Afzan,Pahang,17-24,1949
2024,Hospital Tengku Ampuan Afzan,Pahang,25-29,460
2024,Hospital Tengku Ampuan Afzan,Pahang,30-34,378
2024,Hospital Tengku Ampuan Afzan,Pahang,35-39,335
2024,Hospital Tengku Ampuan Afzan,Pahang,40-44,288
2024,Hospital Tengku Ampuan Afzan,Pahang,45-49,193
2024,Hospital Tengku Ampuan Afzan,Pahang,50-54,110
2024,Hospital Tengku Ampuan Afzan,Pahang,55-59,32
2024,Hospital Tengku Ampuan Afzan,Pahang,60-64,6
2024,Hospital Tengku Ampuan Afzan,Pahang,other,1
2024,Hospital Tengku Ampuan Rahimah,Selangor,17-24,1991
2024,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1317
2024,Hospital Tengku Ampuan Rahimah,Selangor,30-34,1013
2024,Hospital Tengku Ampuan Rahimah,Selangor,35-39,817
2024,Hospital Tengku Ampuan Rahimah,Selangor,40-44,655
2024,Hospital Tengku Ampuan Rahimah,Selangor,45-49,445
2024,Hospital Tengku Ampuan Rahimah,Selangor,50-54,285
2024,Hospital Tengku Ampuan Rahimah,Selangor,55-59,156
2024,Hospital Tengku Ampuan Rahimah,Selangor,60-64,5
2024,Hospital Tengku Ampuan Rahimah,Selangor,other,1
2024,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,1538
2024,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,604
2024,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,417
2024,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,418
2024,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,304
2024,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,189
2024,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,113
2024,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,60
2024,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,3
